,Unnamed: 0,GENDER,SENIORCITIZEN,PARTNER,DEPENDENTS,TENURE,PHONESERVICE,PAPERLESSBILLING,MONTHLYCHARGES,TOTALCHARGES,MONTHLY_MINUTES_OF_USE,TOTAL_MINUTES_OF_USE,MONTHLY_SMS,TOTAL_SMS,MULTIPLELINES_No,MULTIPLELINES_No phone service,MULTIPLELINES_Yes,INTERNETSERVICE_DSL,INTERNETSERVICE_Fiber optic,INTERNETSERVICE_No,ONLINESECURITY_No,ONLINESECURITY_No internet service,ONLINESECURITY_Yes,ONLINEBACKUP_No,ONLINEBACKUP_No internet service,ONLINEBACKUP_Yes,DEVICEPROTECTION_No,DEVICEPROTECTION_No internet service,DEVICEPROTECTION_Yes,TECHSUPPORT_No,TECHSUPPORT_No internet service,TECHSUPPORT_Yes,STREAMINGTV_No,STREAMINGTV_No internet service,STREAMINGTV_Yes,STREAMINGMOVIES_No,STREAMINGMOVIES_No internet service,STREAMINGMOVIES_Yes,CONTRACT_Month-to-month,CONTRACT_One year,CONTRACT_Two year,PAYMENTMETHOD_Bank transfer automatic,PAYMENTMETHOD_Credit card automatic,PAYMENTMETHOD_Electronic check,PAYMENTMETHOD_Mailed check
1738,1738.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,89.75,1052.4,1795.0,52620.0,580.0,868.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1741,1741.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,53.8,283.95,1076.0,14198.0,141.0,196.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1746,1746.0,0.0,1.0,1.0,1.0,32.0,1.0,1.0,100.4,3217.65,2008.0,160883.0,704.0,832.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1749,1749.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,80.0,1029.35,1600.0,51468.0,202.0,281.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1750,1750.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,109.9,669.45,2198.0,33473.0,725.0,1099.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1752,1752.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,101.35,1553.95,2027.0,77698.0,464.0,1042.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1757,1757.0,1.0,0.0,1.0,1.0,18.0,1.0,1.0,87.9,1500.5,1758.0,75025.0,414.0,514.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1758,1758.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,60.15,60.15,1203.0,3008.0,678.0,1272.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1762,1762.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,85.7,256.75,1714.0,12838.0,461.0,559.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1765,1765.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,90.45,593.45,1809.0,29673.0,236.0,430.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1777,1777.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,74.9,74.9,1498.0,3745.0,705.0,1705.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1778,1778.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,70.15,194.2,1403.0,9710.0,247.0,624.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1780,1780.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,80.25,80.25,1605.0,4013.0,552.0,1456.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1784,1784.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,69.55,521.35,1391.0,26068.0,637.0,1207.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1787,1787.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,80.3,250.05,1606.0,12503.0,802.0,1280.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1794,1794.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,75.9,143.35,1518.0,7168.0,438.0,632.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1806,1806.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,76.95,228.4,1539.0,11420.0,838.0,1430.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1808,1808.0,0.0,1.0,0.0,0.0,16.0,1.0,1.0,96.15,1529.2,1923.0,76460.0,738.0,1057.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1814,1814.0,1.0,1.0,1.0,0.0,23.0,1.0,1.0,90.45,2117.25,1809.0,105863.0,244.0,793.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1815,1815.0,0.0,0.0,1.0,1.0,45.0,1.0,1.0,105.15,4730.9,2103.0,236545.0,24.0,381.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1817,1817.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,90.15,987.95,1803.0,49398.0,72.0,557.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1820,1820.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,75.8,75.8,1516.0,3790.0,681.0,1268.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1822,1822.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,79.3,523.15,1586.0,26158.0,60.0,975.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1827,1827.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,50.3,92.75,1006.0,4638.0,72.0,1031.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1828,1828.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,80.15,194.55,1603.0,9728.0,570.0,970.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1833,1833.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,80.25,303.7,1605.0,15185.0,983.0,1647.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1847,1847.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,62.8,62.8,1256.0,3140.0,224.0,883.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1850,1850.0,1.0,1.0,1.0,0.0,7.0,1.0,1.0,89.5,676.7,1790.0,33835.0,822.0,1798.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1852,1852.0,0.0,0.0,1.0,1.0,30.0,1.0,1.0,107.5,3242.5,2150.0,162125.0,67.0,444.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1856,1856.0,1.0,0.0,1.0,0.0,8.0,1.0,0.0,75.0,632.95,1500.0,31648.0,451.0,839.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1862,1862.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,75.6,402.5,1512.0,20125.0,225.0,355.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1873,1873.0,0.0,0.0,0.0,0.0,18.0,1.0,1.0,85.2,1553.9,1704.0,77695.0,298.0,298.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1888,1888.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,69.25,69.25,1385.0,3463.0,392.0,1165.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1904,1904.0,0.0,0.0,1.0,1.0,14.0,1.0,1.0,87.25,1258.6,1745.0,62930.0,145.0,693.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1906,1906.0,1.0,0.0,1.0,0.0,10.0,1.0,1.0,79.95,857.2,1599.0,42860.0,676.0,949.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1915,1915.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,94.75,889.9,1895.0,44495.0,158.0,398.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1916,1916.0,0.0,1.0,0.0,0.0,13.0,1.0,1.0,95.05,1290.0,1901.0,64500.0,907.0,930.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1917,1917.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,78.45,330.05,1569.0,16503.0,356.0,1228.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1918,1918.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,70.2,237.95,1404.0,11898.0,63.0,682.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1921,1921.0,1.0,0.0,1.0,0.0,10.0,1.0,1.0,85.6,813.85,1712.0,40693.0,500.0,1345.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1926,1926.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,79.2,79.2,1584.0,3960.0,10.0,505.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1935,1935.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,70.7,129.2,1414.0,6460.0,151.0,598.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1951,1951.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,82.85,319.6,1657.0,15980.0,767.0,1627.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1955,1955.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,99.8,442.85,1996.0,22143.0,580.0,1164.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1958,1958.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,76.0,1520.0,3800.0,183.0,257.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1962,1962.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,93.85,170.85,1877.0,8543.0,316.0,1071.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1963,1963.0,1.0,1.0,0.0,0.0,29.0,1.0,1.0,101.45,2948.6,2029.0,147430.0,326.0,650.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1964,1964.0,0.0,0.0,1.0,0.0,15.0,1.0,1.0,84.3,1308.4,1686.0,65420.0,802.0,925.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1966,1966.0,1.0,0.0,0.0,0.0,35.0,1.0,0.0,95.5,3418.2,1910.0,170910.0,33.0,325.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1974,1974.0,1.0,0.0,1.0,0.0,15.0,1.0,1.0,101.1,1504.05,2022.0,75203.0,412.0,1022.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1979,1979.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,50.45,50.45,1009.0,2523.0,348.0,1027.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1985,1985.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,99.95,1132.75,1999.0,56638.0,536.0,1203.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1987,1987.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,91.4,193.6,1828.0,9680.0,222.0,262.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1996,1996.0,1.0,0.0,0.0,0.0,20.0,1.0,1.0,98.55,2031.95,1971.0,101598.0,290.0,378.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1998,1998.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,80.8,332.45,1616.0,16623.0,636.0,1029.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2006,2006.0,0.0,0.0,1.0,0.0,16.0,1.0,1.0,100.0,1534.75,2000.0,76738.0,311.0,398.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2010,2010.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,85.3,424.15,1706.0,21208.0,338.0,547.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,2011.0,1.0,0.0,1.0,0.0,22.0,1.0,0.0,95.9,2234.95,1918.0,111748.0,957.0,997.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2013,2013.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,70.4,281.0,1408.0,14050.0,783.0,1176.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2015,2015.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,74.6,74.6,1492.0,3730.0,18.0,840.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2028,2028.0,1.0,0.0,0.0,0.0,41.0,1.0,1.0,104.7,4346.4,2094.0,217320.0,62.0,589.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2029,2029.0,0.0,1.0,0.0,0.0,13.0,1.0,1.0,96.85,1235.55,1937.0,61778.0,324.0,706.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2032,2032.0,1.0,1.0,0.0,0.0,22.0,1.0,1.0,96.7,2082.95,1934.0,104148.0,187.0,445.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2033,2033.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,55.05,102.75,1101.0,5138.0,294.0,816.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2035,2035.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,51.25,51.25,1025.0,2563.0,584.0,1081.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2038,2038.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,19.55,19.55,391.0,978.0,35.0,49.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2039,2039.0,1.0,1.0,0.0,0.0,19.0,1.0,1.0,88.2,1775.8,1764.0,88790.0,545.0,1129.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2045,2045.0,1.0,1.0,0.0,0.0,15.0,1.0,0.0,75.65,1146.65,1513.0,57333.0,84.0,121.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2051,2051.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,74.7,74.7,1494.0,3735.0,696.0,1172.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2057,2057.0,0.0,0.0,1.0,1.0,14.0,1.0,1.0,84.8,1203.9,1696.0,60195.0,939.0,1076.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2060,2060.0,0.0,0.0,1.0,0.0,17.0,1.0,0.0,92.6,1579.7,1852.0,78985.0,487.0,1135.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
